ISBN10,Author
0671680110,Anais Nin
0446609048,Maureen Tan
0446606677,Maureen Tan
0380790963,Donna Boyd
0380790947,Donna Boyd
006093316X,Clive Barker
0060909005,Sylvia Plath
0060909005,Ted Hughes
0062731009,Larry Gonick
0062731025,Larry Gonick
0062731025,Woollcott Smith
0804001480,Anais Nin
0441005748,Laurell K. Hamilton
156333609X,Anais Nin
0812566688,L. E. Modesitt
0312860226,L.E Modesitt Jr.
0812540026,L. E. Modesitt
0811824225,Karin Goodwin
1889295000,Anthony L Abraham
0786808012,Eoin Colfer
0385285019,Richard Bach
1573245003,MJ Ryan
0380802317,Lisa Kleypas
0821771418,Judi McCoy
0385484011,Elizabeth Wurtzel
0452281458,A. N. Roquelaure
0452281458,Anne Rice
0452281431,A. N. Roquelaure
0452281431,Anne Rice
0440210038,Sherryl Woods
1551668483,Suzann Ledbetter
0380795736,Linda French
0312191189,Wilton Barnhardt
074340596X,Susan Mallery
0821771159,Liz Ireland
1551668289,Judith Arnold
0061014788,Valerie Frankel
0345317211,Harry Kressing
0451526120,Edith Wharton
0449215024,Faye Kellerman
0552142506,Simon Maginn
0425176088,Arthur Hailey
0440216974,Edward Stewart
0451170113,Stephen King
0316153915,Michael Connelly
0425155722,John Sandford
0425189031,J. D. Robb
0671015443,Josepha Sherman
0671015443,Susan Shwartz
0440236665,Danielle Steel
0425049264,Piers Anthony
0812551486,Terry Goodkind
081257639X,Terry Goodkind
0736618198,P. D. James
0736618198,Penelope Dellaporta
0061007153,Jeffrey Archer
0380011220,Roger Zelazny
0451525884,Jane Austen
0451525884,Margaret Drabble
034539092X,Michael Crichton
0345323173,Erle Stanley Gardner
0345378784,Erle Stanley Gardner
0441703534,Bill Ransom
0345349520,Ruth Rendell
0886776554,Gayle Greeno
0002243776,Marilyn Bowering
0385491107,Margaret Atwood
0786209542,Olivia Goldsmith
0385720955,Margaret Atwood
0751510610,Bill Bryson
0743442245,Max Allan Collins
0571168639,Paul Auster
0142002003,J. M. Coetzee
0330480952,James Humphreys
0758203888,Emma Gold
3596282756,Günter De Bruyn
006109868X,Barbara Kingsolver
0451208846,Stephanie Gertler
0684867427,Nicholas Rinaldi
0060520507,Marian Keyes
0425184498,Josie Lloyd
0425184498,Emlyn Rees
0767915593,Jane Green
0451196813,Matt Witten
1889853038,Carol Gino
0860681297,Margaret Atwood
0553212664,Louisa May Alcott
0385319002,Laura Zigman
0330482076,Meg Cabot
0060294655,Meg Cabot
0316057401,Nava Atlas
0316057401,Lillian Kayte
0316777722,David Sedaris
0340682272,Fiona Walker
0345376927,Jack L. Chalker
0345347994,Jack L. Chalker
0747230307,Edith Pargeter
0399511156,Susan Bixler
0870946595,Karl Albrecht
0870946595,Ron Zemke
0070145121,Philip B. Crosby
007014530X,Philip B. Crosby
0767904427,Tim O'Brien
0679723161,Vladimir Nabokov
0618066136,Jane Rogers
0451458478,Judith Tarr
0805052046,Hilary Mantel
0345447212,J.D. Landis
0140276300,Ruth Picardie
0140276300,Matt Seaton
0140276300,Justine Picardie
0099143712,Fannie Flagg
0721401023,Brian Vesey-Fitzgerald
0721401023,S R Badmin
0140234209,Patricia Wendorf
0140252525,Mordecai Richler
1550541129,Bill Richardson
0767903382,Ruth Reichl
156924703X,David Pesci
0156012022,Andrew O'Hagan
0767902041,Tim O'Brien
0312283377,Howard Norman
0671679430,Mary McGarry Morris
0143033603,Donna Morrissey
0140283641,Donna Morrissey
0340728256,Andrew Miller
0140285822,Nega Mezlekia
0140277439,Stuart Mclean
0684853868,Larry McMurtry
1894294424,Robin McGrath
0679767207,William Maxwell
0679455116,Peter Mayle
1552782395,Diane Mason
0771054602,Roy MacGregor
0375724834,Jonathan Lethem
0771095651,Bruce Kirkby
0679724362,Jill Ker Conway
0312135092,Eric Kraft
015100658X,Lidia Jorge
015100658X,Margaret Jull Costa
0385333641,James Jones
0345417941,John Irving
0385720467,Jane Hamilton
0771041837,Jack Hodgins
0684803356,Ernest Hemingway
0684865726,Ernest Hemingway
0679731156,Ursula Hegi
0006385370,Dakota Hamilton
0676971997,Don Hannah
074341005X,Kenn Harper
0140291091,Graham Greene
1569471169,Barbara Gowdy
0920897533,Hiromi Goto
0312205546,Sara George
0312205546,George
0385333706,Helen Fremont
1552634523,Cynthia Flood
0802137849,Richard Flanagan
0006480608,Timothy Findley
0002244098,Timothy Findley
014029984X,Will Ferguson
1550548409,Marina Endicott
0864922299,Alan Cumyn
1895411416,Beatrice Culleton Mosionier
1861590466,Michael Collins
1861591799,Michael Collins
0670872202,J. M. Coetzee
0141000252,Kevin Chong
1551924579,Grant Buday
0771014902,Gail Bowen
0385475772,Geraldine Brooks
0771014538,Sandra Birdsell
0679767770,John Berger
0452272726,Pat Barker
0525941916,Pat Barker
0452270073,Pat Barker
1552633470,Joan Barfoot
1552630110,Joan Barfoot
1550135570,Joan Barfoot
0312301731,M. E. Hirsh
0312267568,Gail Tsukiyama
0521662605,Margaret Atwood
0345419030,Mark Childress
0684850273,Robert Hellenga
1573229717,James McBride
1573227749,Alex Garland
0440574862,Mark Helprin
0312168675,Ethan Mordden
0312144504,Terri Windling &amp; Ellen Datlow
0312144504,Thomas Canty
0312144504,Nin
0671726730,Terry Kay
0060275855,Ji-li Jiang
067944999X,Kathryn Harrison
0061099058,Erma Bombeck
0486268756,Edgar Allan Poe
0486270645,Guy De Maupassant
0553273353,Fawn M. Brodie
1566475961,Mutual Publishing
1566475961,Mary Kawena Pukui
0399133453,Tom Clancy
0380714752,Avi
0805401539,William J Bennett
0805401539,William J. Bennett
0385054580,William H. Whyte
0812923634,Stephen J. Adler
0446341339,Stan Lee
0671775464,Adele Parks
0679454756,Jeanette Winterson
0881441791,Cyrano De Words-U-Lac
0684174715,Ernest Hemingway
0849934176,Barbara Johnson
0849937019,Barbara Johnson
042519485X,MaryJanice Davidson
0930117018,Lani Nedbalek
0553269674,Frank Caplan
0553269674,Theresa Caplan
0440227828,Ingrid Tomey
0849906873,Calvin Miller
067179342X,Kasey Michaels
0375702903,Anne Tyler
0689821719,Robert C. O'Brien
0060172754,Russell Banks
042517428X,Mary Jo Putney
0446608041,Alan Dean Foster
0446609307,Alan Dean Foster
1570649669,Lyrick Publishing
0312038208,Marion Chesney
0743458311,Greg Bear
0345414462,Bonnie Macdougal
0380786761,Richard Grant
0061094781,Stuart Woods
0425156745,Carolyn G. Hart
0451197143,Leonard Maltin
0451191986,Max Allan Collins
0451191986,Martin H. Greenberg
0812512766,Richard Hoyt
0451458753,Glen Cook
0451174976,Margaret Allan
0425164101,Miriam Grace Monfredo
0553577565,Steve Perry
0553577565,Lowell Cunningham
0553577565,Ed Solomon
0380778726,Ellen Datlow
0380778726,Terri Windling
0553580256,Rita Mae Brown
0345362497,Julian May
0702220957,Olga Masters
0786868104,Bill Cosby
1557044791,James Ellison
0679720227,Albert Camus
0452282276,Jennifer Chiaverini
006440031X,Laura Ingalls Wilder
006440031X,Garth Williams
0590649191,Gertrude Chandler Warner
0590462245,John Peterson
0590462245,Roberta Carter Clark
0374453071,Tove Jansson
0374453071,Tove Jansson
0374453071,Thomas Warburton
0380725231,Christopher Moore
0836218817,Gary Larson
0553560077,Edward Packard
0380800780,Mary Daheim
0312962606,Peter King
0440944597,Robert Cormier
0451528417,Lillian Herlands Hornstein
0451528417,G. D. Percy
0451528417,Calvin S. B
0553239759,Paul Zindel
0380811804,Sue Civil-brown
0440223253,Sara Paretsky
045120834X,Denise Swanson
0451210727,Denise Swanson
0886774616,Andre Norton
0886774616,Martin Harry Greenberg
0061080969,Joanne Pence
082177512X,Lori Foster
0553562835,Sam Walton
0553562835,John Huey
0553572350,Rita Mae Brown
0312104952,D. J. Donaldson
067087762X,Cleveland Amory
0670826472,Garrison Keillor
067088796X,Garrison Keillor
0446393746,Jay Leno
0312969228,Laura Joh Rowland
0061096105,Lisa Scottoline
0804118906,Connie May Fowler
0807083054,Octavia E. Butler
0807083054,Robert Crossley
0684824728,Adele Faber
0684824728,Elaine Mazlish
1592980414,Susan Dawn
0312327188,Stuart Holmes Coleman
0027582000,C. S. Lewis
0027582000,Michael Hague
0670874914,Mark  Helprin
0670874914,Chris  Van Allsburg
0670868434,Mark Helprin
0670868434,Chris Van Allsburg
0395498589,Mark Helprin
0395498589,Chris Van Allsburg
1573220825,Iain Pears
0140548572,Colin Eisler
0140548572,Lesley Anne Ivory
0807563277,Gertrude Chandler Warner
0345352491,May Elizabeth Schlayer
0395713730,Robert Siegel
0385176228,Michael Ende
0385176228,Ralph Manheim
0345335236,Jeff Smith
0312112629,Dave Thompson
0156001128,Eleanor Wachtel
0688120202,Lilian Lee
0688120202,Andrea Lingenfelter
156619945X,Stephen Karcher
156619945X,Rudolph Ritesema
0809117541,Trina Paulus
0451528212,Anonymous
0451528212,Paul Roche
0380794012,Deanne Stillman
0439087171,Rosemary Wells
0439087171,Rosemary Wells
0020223722,Richard Llewellyn
0380009471,Harriette Arnow
0156189216,Eudora Welty
0743466527,Ann-Marie MacDonald
0440218101,Tanith Lee
0440404193,Judy Blume
0874832772,Ed Stivender
0061097667,Olivia Goldsmith
0440229510,Paul Zindel
0671521500,Linda Howard
0671521500,Kasey Michaels
0671521500,Carla Neggers
0671521500,Jayne An
1551668459,Carla Neggers
0934257507,William Jay Smith
0380817624,Emily Grayson
0345422473,Jeff Shaara
0394578074,Lewis Grizzard
0060193700,Rahna Reiko Rizzuto
0618033874,Beth Kephart
034530263X,Howe Stidger
0440495563,Lloyd Alexander
0945397542,Mike Doogan
0945397542,Dee Boyles
034543885X,Bertice Berry
0740718770,Tim Mikkelsen
0740718770,Phyllis Wright-Herman
0740718770,MikWright Ltd.
0385304854,Martin H. Greenberg
0385304854,Charles G. Waugh
0767916220,Jean Shepherd
0786863153,Howard Schultz
0786863153,Dori Jones Yang
0141001976,Barbara Neely
0874779901,Marc Summers
0836230671,Armand Eisen
0836218655,Gary Larson
0836220986,Gary Larson
0836220730,Gary Larson
0345330455,Jim Davis
0345326342,Jim Davis
0688108059,Joanna Cole
0688108059,Stephanie Calmenson
0688108059,Alan Tiegreen
0689818769,Andrew Clements
0689818769,Brian Selznick
0679006826,Fodor's
0811801802,Nick Bantock
0451167872,Lydia Adamson
0671008978,Richard Paul Evans
1569248281,Ben Edlund
0684815990,Richard Goldstein
087754042X,Maurice Horn
0877796130,Paul Dickson
0877796130,Rick Meyerowitz
0877796130,Paul Dixon
038078047X,Carol McD. Wallace
0671683829,Bruce Lansky
0671683829,Barry Sinrod
0345377702,Katharine Hepburn
0345433017,Angus Oblong
0525938346,Angela Shelf Medearis
0060960833,Nancy Birnes
0809276984,Patti Shosteck
0930878450,Lee Wade
0930878450,Joan Rutt
0930878450,Sandra Mattielli
0767903617,Mark Bittman
1563053462,Steven Raichlen
1563052377,Sheila Lukins
0517881225,Julee Rosso
0060955597,Arthur Schwartz
0696010976,Better Homes &amp; Gardens
1556701799,Beatrice A. Ojakangas
0912656506,Mable Hoffman
1859674801,Shirley Gill
1579590225,Jill Dupleix
1579590225,Geoff Lung
0316139289,Judith Choate
0316139289,Bill Milne
0688113133,Viana LA Place
0761106332,Judy Rosenberg
0762400072,Judy Wicks
0762400072,Kevin Von Klause
0762400072,Elizabeth Fitzgerald
0762400072,M
0894802046,Julee Rosso
0894802046,Sheila Lukins
0894802046,Michael McLaughlin
0684818701,Irma S. Rombauer
0684818701,Marion Rombauer Becker
0684818701,Ethan Beck
0028610105,Mark Bittman
0028610105,Alan Witschonke
076110481X,Beverly Mills
076110481X,Alicia Ross
0894803921,Julee Rosso
0894803921,Sheila Lukins
0785813640,Anya Von Bremzen
1563051729,Anya Von Bremzen
1563051729,John Welchman
0024103411,Grace Shugart
0024103411,Mary Molt
0898151899,Ernest M. Mickler
0836217268,Gary Larson
0836217268,Robin Williams
0896103145,Richard Sullivan
0882681265,Betsy Wyckoff
044652705X,Pat LaFontaine
044652705X,Larry Weisman
044652705X,Chas Griffin
0786862343,Jeff Foxworthy
1561792535,Cynthia Tobias
0684844001,Tom Gardner
0684844001,David Gardner
0316099813,Jill Bloom
0060094745,Will Weaver
0803709773,Ryan White
0803709773,Ann Marie Cunningham
076790849X,Bill O'Reilly
0452267072,Dreikurs
0913589357,Claudia Jones
0894861611,Karen Casey
0684867672,Greg Nagan
0060977744,Michael Lee West
0060931221,Louise Erdrich
014050639X,Allan Ahlberg
014050639X,Janet Ahlberg
0870679546,Donald Goines
0618043012,Floyd C. Watkins
0618043012,William B. Dillingham
0618043012,John T. Hie
0590458981,Walter Dean Myers
0679744398,Cormac McCarthy
0140177388,John Steinbeck
0439076668,Kathryn Lasky
0590819755,Kristiana Gregory
0553251996,Maya Angelou
0935180915,Stirling Silliphant
0786000821,H. King
0671563076,Winston Groom
0441359175,Robert A. Heinlein
0671522663,Winston Groom
0385185596,Joanna Cole
0395866502,Jane Hamilton
0849908280,Robert A Seiple
0824816285,Inge Sargent
0399504877,Yukio Mishima
0060964073,Armistead Maupin
0060964065,Armistead Maupin
0060964057,Armistead Maupin
1573061727,Honolulu Theatre For Youth
093049248X,Meri Ishikawa
0689866976,Lesléa Newman
0689866976,Erika Oller
0743442911,Cheryl Benard
0060256680,Shel Silverstein
0060256680,Shel Silverstein
0060256745,Shel Silverstein
0060256745,Shel Silverstein
0425166422,Rhys Bowen
0312965478,Charles Knief
0380778785,Mary Daheim
0374525234,Spalding Gray
0804816255,David Galef
0804816255,Jun Hashimoto
0679411089,Susan Stamberg
0871134942,Wu Ningkun
0374423075,Tove Jansson
0374423075,Tove Jansson
0374423075,Elizabeth Portch
0312959966,Molly Brown
0060987510,Nancy E. Turner
0140468811,Jim Trelease
0786885416,Linda Greenlaw
0395860296,Paul Theroux
0802115454,Banana Yoshimoto
0802115454,Ann Sherif
0451206363,John S. Littell
0140148450,Louie Anderson
0020446500,Robert C. O'Brien
0736401954,RH Disney
0380731398,Lois-ann Yamanaka
0435905554,Mariama B
031242258X,Noelle Howey
0740713957,Aaron McGruder
0609601032,Terry Jones
0760700761,James Madison
0786882506,Billy Bob Thornton
1880985020,Rollins
0871566230,Irene Diamond
0871566230,Gloria Orenstein
0807014133,Mary Daly
0868614726,Diane Bell
0060924926,Armistead Maupin
0394752910,Sigrid Undset
0679734406,Nicholson Baker
0679451145,Oliver Sacks
0385298293,Thomas Berger
0684852756,Hanif Kureishi
0671892614,Kay
0525934197,Patricia Kennealy
0440486971,Alice Bach
0440486971,Steven Kellogg
0440401038,Hugh Lofting
0763611999,Iona Opie
0763611999,Peter Opie
0763611999,Maurice Sendak
0515128872,James Pruitt
0671000721,Richard Marcinko
0671000721,John Weisman
0316460842,Lorraine Johnson-Coleman
0439162521,Norman Bridwell
0809232057,Cary O. Yager
0590406205,E.B. White
0590406205,Garth Williams
0590213113,Ann M. Martin
0590213113,Paula Danziger
0688046266,Donald J. Sobol
0688046266,Gail Owens
0446522570,John Travolta
0151006040,Rachel Simmons
0060955694,Raul Correa
0763615676,M. T. Anderson
0152018255,Ysaye M. Barnwell
0152018255,Synthia Saint James
1564020703,Marcia Williams
1564020703,Marcia Williams
0375810838,Janet Schulman
0688106390,Robin McKinley
0688106390,Martine Gourbault
0688106390,Martine Gourbault
0761121323,Heidi Murkoff
0761121323,Arlene Eisenberg
0761121323,Sandee Hathaway
0023376627,Caroline Schrodes
0062734547,Deborah Chase
0060931213,Kevin Baker
0517093650,Illona Linthwaite
0307020460,Gertrude Crampton
0307020460,Tibor Gergely
0440412234,Edith Fisher Hunter
0064402053,Patricia MacLachlan
0425095517,Benedict Freedman
0425095517,Nancy Freedman
0451163443,Neil Simon
014017737X,John Steinbeck
0449130320,Bil Keane
0671041444,Nancy Holder
1573061565,Gary A. Dias
1573061565,Robbie Dingeman
1566473209,Glen Grant
1566473209,Ross Yamanaka
0440952522,Madeleine L'Engle
188712876X,David Rees
188712876X,Colson Whitehead
0590981811,Jean Craighead GEORGE
0553274422,Sheila Burnford
0064403319,Louise Fitzhugh
0064403319,Louise Fitzhugh
0380818973,Elizabeth Young
0440409683,Phyllis Reynolds Naylor
1573229628,Elizabeth Wurtzel
1888363363,Octavia E. Butler
0525936327,Joyce Carol Oates
0890876797,Sydney B. Metrick
0201626705,Bailey White
0671204971,Jack Finney
0440322049,Mark Helprin
0140328696,Roald Dahl
0140328696,Michael Foreman
0156028778,Michel Faber
0916291456,Taro Gomi
0375826688,Christopher Paolini
0743244427,Mariane Pearl
0743244427,Sarah Crichton
0910043590,Marie Hara
0910043590,Nora Okja Keller
0451196856,Jacquelyn Mitchard
0395304482,Chris Van Allsburg
0590630954,Jerdine Nolen
0899198546,Edward Lear
0899198546,Paul Galdone
0201107120,Steven Lindblom
0201107120,True Kelley
0812521021,Stephen Laws
0446351709,Scott Turow
0140390316,Upton Sinclair
0140390316,Ronald Gottesman
0786704608,Graham Lord
0684853779,David Brooks
0889104999,Daniel Pennac
0889104999,David Homel
1555913458,Gail Scott
0316548189,Nelson Mandela
0385468628,Bernice Johnson Reagon
0385336780,Sting
0399238794,Michael Hoeye
0374529035,Anne Garrels
0385507836,Dayna Curry
0385507836,Heather Mercer
0385507836,Stacy Mattingly
0060953225,Michael J. Rosen
0553151657,Roald Dahl
0553150979,Roald Dahl
1578400619,Herman Miller
1578400619,Debra Doyle
1578400619,H. Miller
1578400619,Ezra Whiteman
1578401860,Johann Wolfgang Von Goethe
1578401860,Debra Doyle
1578401860,Norman Node
1578400600,Evelyn Goodman
1578400600,Karen Karbiener
1578400600,Harriet Beecher Sto
0385315511,Caroline Knapp
0877845824,John White
0813511690,Deborah McDowell
0385471432,Dorothy West
067973743X,Isabel Fonseca
1574780255,Walter Mosley
0679769781,James Carville
0525938850,Venise Berry
0880291230,Roald Dahl
0440226198,Gavin De Becker
0140055770,Roald Dahl
0394743180,E.M. Forster
0449912744,Ann Landers
1551667215,Mary Alice Monroe
0064402371,Beverley Naidoo
0064402371,Eric Velasquez
0671521012,Dawn Miller
0671871390,Anais Nin
0399233881,Mike Lester
0399233881,Mike Lester
0307122379,Golden Books
067187893X,Jr  Bill Martin
067187893X,John Archambault
067187893X,Lois Ehlert
067943979X,Nina Bernstein
1559720093,Chip Silverman
1573420387,Robert Stone
0394849558,Walt Disney
0375502025,Tom Brokaw
1566911605,J. D. Bisignani
1566911605,Robert Nilsen
0451199634,Margaret Miner
0451199634,Hugh Rawson
0441007368,Steve Perry
1573241180,Marianne Larned
1573241180,Colin Powell
1573241180,Marianne Larned
1573241180,Maria
0743225961,Stuart Miller
0743225961,Geoffrey Moss
0312161271,Patricia Meyer Spacks
1890132322,Jean Giono
0805002545,Dave Barry
0452265169,Haruki Murakami
0452265169,Alfred Birnbaum
0962307203,Jamie Stamper
0374413312,Tove Jansson
0374413312,Elizabeth Portch
0449218228,Robert Byrne
0449218228,Teressa Skelton
1885167504,Jon Spoelstra
0711919518,Robert Smith
0399238786,Michael Hoeye
0307021742,Jean Hortense Seligmann
030701021X,Paul S. Newman
030701021X,Bill Langley
030701021X,Annie Guenther
0307001040,Eugene Bradley Coco
0307001040,J.M. Barrie
0307001040,Ron Dias
0307001040,Ron Dias
0307001342,Mabel Watts
0307001342,Joe Ewers
0307030717,Western Publishing
0307030717,Al Andersen
0307302024,Don Ferguson
0307302024,Peter Emslie
0717288234,A. A. Milne
0717288234,Disney
0689804520,Susan Hightower
0689804520,Matt Novak
0439213614,Teddy Margulies
0439213614,Studio Orlando
0439381282,Tracey West
0439381282,Craig McCracken
0439381282,Lauren Faust
0816714584,Rick Detorie
0590341952,Robert Munsch
0590341952,Michael Martchenko
0448343606,Teddy Slater
0448343606,Tom LaPadula
0590334271,Margaret A. Hartelius
0394851455,Harry McNaught
0590689908,Steve Metzger
0590689908,Hans Wilhelm
0590738720,Joanna Cole
0590738720,Bruce Degan
0590464639,Steven Kroll
0590464639,Jeni Bassett
0590411853,Jacob Grimm
0590411853,Wilhelm Grimm
0590411853,Freya Littledale
0590411853,Freya L
0394840704,B.G. Ford
0307020908,Leone Castell Anderson
0307020908,Eugenie (Illustrator)
0307988384,Ann Braybrooks
0307988384,Arkadia
0307010309,David Korr
0307010309,Joe Mathieu
0307002101,Chari Sue
0307002101,Richard Courtney
0307002101,Trish Courtney
0307010945,David Korr
0307010945,A. Delaney
0307601900,Sal Murdocca
0307001369,Richard Scarry
0307301400,Richard Scarry
0307301400,Richard Scarry
0307010856,Jon Stone
0307010856,Michael Smollin
0152420371,Dav Pilkey
088138044X,Edens
0141309199,Various Authors
0141309199,Cecily Von Ziegesar
0141309199,Tori Amos
0425153061,Martin Scot Kosins
0446674249,James Ellroy
0440400597,Sydney Taylor
0440400597,Helen John
188521135X,Rick Carroll
188521135X,Marcie Carroll
0865476268,Frederick Crews
0140274782,Garrison Keillor
0156717204,Andy Warhol
0307960374,Margaret Wise Brown
0307960374,Edith Thacher Hurd
0307960374,Tibor Gerge
0394837037,Harry McNaught
0380017199,George Booth
1573060194,Sachi Fukuda
0618164723,Greg Critser
1400045088,Douglas Adams
081120068X,Hermann Hesse
081120068X,Hilda Rosner
0380707799,Paul Monette
0061096164,Robert Fulghum
1558538445,Mark D. Sanders
1558538445,Tia Sillers
0879236671,Marian Engel
0879236671,Marian Engel
0312954468,Wilbur Smith
0965574911,Jacki Lyden
0394889568,Susan Schade
0064430677,Charlotte Zolotow
0064430677,William Pene Du Bois
0689304374,Graham Oakley
0964335905,Joan Clarke
0060812451,Stephen Mitchell
0738861618,Andrew Matzner
0312167989,Oliver Stone
0824813928,Samuel H. Elbert
0679781277,Steven Millhauser
0865470545,Evan S. Connell
0345440145,Margaret Cho
0026098407,Ntozake Shange
0060167688,Susan Isaacs
0689846258,E.L. Konigsburg
0060812508,Richard Wright
0066211662,Cathi Hanauer
1401300014,Ron Clark
1561633259,Ted Rall
1561633259,Bill Maher
055328942X,Jean M. Auel
0425167054,Greg Hyland
0140083049,Ethan Mordden
0767900316,David Simon
0767900316,Edward Burns
0684863871,Adrian Nicole LeBlanc
0836236637,Michael Fry
0316597058,Gregory White Smith
0316597058,Steven W. Naifeh
0316597058,Daniel Baxter
0312922728,Ruth Harris
1551520559,Carellin Brooks
0425103285,Benedict Freedman
0425103285,Nancy Freedman
0553342762,Tim Cahill
0553574086,Michael Palmer
0553287575,Tom Bodett
0970159404,Peter N. Forman
0757300618,Jack Canfield
0757300618,Mark Victor Hansen
0757300618,Sharon Linnea
0757300618,Rob
0445205377,Octavia E. Butler
0446610798,George P. Pelecanos
0307986241,Richard Scarry
0446611328,George Pelecanos
0761125493,Heidi Murkoff
0761125493,Arlene Eisenberg
0761125493,Sandee Hathaway B.S
1931686408,James H. English
039923392X,Maryann Cusimano
0967418305,Jodi Endicott
0967418305,Hans Loffel
1566471575,Doug Peebles
1566471575,Curt Sanburn
0816704317,Eileen Curran
0816704317,G. Brian Karas
1556114753,J. D. Christilian
0449908453,Anne Perry
0553568779,Karen Kijewski
0061097489,James Grippando
0440221048,John Lescroart
0345394267,Martha Grimes
0385420951,Karen Kijewski
0836261313,William X. Kienzle
0449909360,Julie Smith
0892965711,Charlotte MacLeod
0679429883,Richard North Patterson
0762102519,Ira Levin
0385242395,Thomas Szollosi
0671003364,Julie Garwood
0380714868,Karen Kijewski
0380711877,Karen Kijewski
0345375351,William Diehl
0812568672,R. J. Pineiro
0446515868,Elizabeth Peters
0446523186,Karen Moline
0553140175,James G. Nourse
0786860472,Edna Buchanan
0671694170,Peter Maas
0399132066,John Katzenbach
0070590826,Mitchell Smith
0312983603,Val McDermid
0553106341,Tami Hoag
0399144927,Minette Walters
0399143807,Carol O'Connell
0345404785,Richard North Patterson
0425158608,Karen Kijewski
0380728168,Stephen J. Cannell
0515121282,Lynda La Plante
068480297X,Clive Cussler
0399139710,Robin Cook
0375704892,Ruth Rendell
0671875817,Christopher Hyde
0553575260,Barbara Hambly
0553092650,Elizabeth George
0385468520,Karen Kijewski
0892965835,Margaret Yorke
0553264680,Sue Grafton
0451191951,Ruth Rendell
0451191951,Barbara Vine
0679429891,Richard North Patterson
0061009881,William Lashner
0316693863,James Patterson
0449224392,Anne Perry
0553575945,David Lindsey
0451184726,Sharyn McCrumb
0440237513,Barbara Fister
0375709045,Kyle Spencer
0345389409,Anne Rice
0066210690,Evan I. Schwartz
0743201957,John Dunning
0425160920,Tony Dunbar
0451404270,Eleanor Taylor Bland
0425173305,Jim Knipfel
0451409485,Lowen Clausen
0399145850,Jack Higgins
0151003580,George V. Higgins
037571412X,Philip Roth
0446667900,Michael Connelly
0805056645,Nuala O'Faolain
0786881011,James Lee Burke
0380730820,Faye Kellerman
0821765957,Stella Cameron
0446604232,Sandra Brown
0060914289,Betty Macdonald
0345366395,Louise A. DeSalvo
0805208488,Franz Kafka
0517084791,Michael Crichton
0312253974,Sam Chaiton
0312253974,Terry Swinton
0517702134,Andrew Klavan
0312169345,Laurie R. King
0684837765,Cynthia Harrod-Eagles
0807070971,Louise DeSalvo
0020447019,John Miller
0060916559,Marianne Wiggins
0525939695,Sharyn McCrumb
0312264143,Stephen Miller
0446527912,David L. Lindsey
0679762051,James Ellroy
0553578774,Kent Anderson
0380790432,Mark T. Sullivan
0553581481,Donald Harstad
0553571702,R.D. Wingfield
0061044393,Jan Burke
0446403237,Margaret Maron
0446604062,Margaret Maron
0399146245,Greg Iles
0679753117,Michael Dibdin
0671708104,Jeremiah Healy
0671898744,Jeremiah Healy
0671898752,Jeremiah Healy
0671695843,Jeremiah Healy
0671708120,Jeremiah Healy
0449223132,John Updike
0373710240,Lynnette Kent
0373710194,Bonnie K. Winn
0373217250,Judith Arnold
0373217250,Pamela Browning
037371033X,Muriel Jensen
0373709331,Ruth Jean Dale
0373709870,Brenda Novak
0373217242,Marie Ferrarella
0373217242,Suzanne Carey
0373471599,Joan Johnston
0425067858,Agatha Christie
0671036602,Larry Niven
0671036602,Jerry Pournelle
0553560980,Sheri S. Tepper
0756401518,S. Andrew Swann
0425174727,Agatha Christie
0740721984,Darby Conley
0061319481,Andrew Bergman
0446526681,Steven Barnes
0312875568,Judith Tarr
0886779561,Charles Ingrid
0345361326,Barbara Hambly
0312971958,Ngaio Marsh
0312970978,Ngaio Marsh
1582340978,Libby Hall
0789480646,Kia Meaux
0553276069,Rex Stout
0451209850,JoAnna Carl
0312968329,Ngaio Marsh
0740723227,Jim Borgman
0740723227,Jerry Scott
0836282868,Patrick McDonnell
0140280898,Larry Millett
0060084022,Elmore Leonard
0380784491,Anne George
0790009072,Bunty Howearth
0140238530,C.K. Stead
1878067125,Sky Lee
014025644X,Tong Su
1582343187,Libby Hall
0553247468,William Caunitz
0312966695,Ngaio Marsh
0836268237,Patrick McDonnell
140004832X,Jane Stern
0812514300,Carole Nelson Douglas
0061057878,Robin Burcell
0515081574,Lawrence Block
0553581112,Laurie R. King
1567312292,James Tertius DeKay; James Tertius De Kay
0380806355,Bill Fitzhugh
0446611085,James Patterson
0740704567,Patrick McDonnell
0553581058,Laurie R. King
0515075019,Ngaio Marsh
0345443128,Jeanne Braselton
0872863654,Larry Keenan
0425144690,Ngaio Marsh
0908652658,Stephanie Johnson
0908569734,Stephanie Johnson
0740728946,Darby Conley
0393325172,Patrick O'Brian
1892514877,Julie Cannon
0140119507,T.C. Boyle
0140299939,T.C. Boyle
0140092862,T.C. Boyle
0140081518,T.C. Boyle
1841954608,DBC Pierre
1841954608,D. B. C. Pierre
0909486727,Reader's Digest
0684856328,Daniel Pinkwater
0312313810,Alisa Valdes-Rodriguez
0824817060,Patricia Grace
0375414290,Julie Otsuka
0340401079,Marilyn Duckworth
0394537602,John Updike
0806518561,Philip K. Dick
006051406X,Georgia Byng
0375502971,Jon Katz
0670825212,Pat Ross
0618219153,Paul Theroux
0892131012,A. C. Bhaktivedanta Swami Prabhupada
0679722769,James Joyce
0380780879,Anne George
